service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_name
167134,0,0,0,0,0,1,1,20260628,20191230,Выходные дни
166266,1,1,1,1,1,0,0,20260601,20191230,Будние дни
164548,1,1,1,1,1,1,1,20260509,20191230,Ежедневно
168585,1,1,1,1,1,1,1,20260712,20191230,Ежедневно
168615,1,1,1,1,1,0,0,20260717,20191230,Будние дни
168616,0,0,0,0,0,1,1,20260717,20191230,Выходные дни
160742,1,1,1,1,1,0,0,20260220,20191230,Будние дни
164436,1,1,1,1,1,0,0,20260513,20191230,Будние дни
165591,0,0,0,0,0,1,1,20260601,20191230,Выходные дни
168379,1,1,1,1,1,0,0,20260707,20191230,Будние дни
168378,0,0,0,0,0,1,1,20260707,20191230,Выходные дни
168202,1,1,1,1,1,1,1,20260705,20191230,Ежедневно
164438,1,1,1,1,1,0,0,20260513,20191230,Будние дни
164439,0,0,0,0,0,1,1,20260513,20191230,Выходные дни
168732,1,1,1,1,1,0,0,20260715,20191230,Будние дни
168733,0,0,0,0,0,1,1,20260715,20191230,Выходные дни
166254,1,1,1,1,1,0,0,20260530,20191230,Будние дни
167126,0,0,0,0,0,1,1,20260628,20191230,Выходные дни
167115,1,1,1,1,1,0,0,20260615,20191230,Будние дни
167116,0,0,0,0,0,1,1,20260615,20191230,Выходные дни
169034,1,1,1,1,1,0,0,20260722,20191230,Будние дни
169035,0,0,0,0,0,1,1,20260722,20191230,Выходные дни
161576,1,1,1,1,1,0,0,20260305,20191230,Будние дни
161577,0,0,0,0,0,1,1,20260305,20191230,Выходные дни
168724,1,1,1,1,1,0,0,20260715,20191230,Будние дни
168725,0,0,0,0,0,1,1,20260716,20191230,Выходные дни
165572,0,0,0,0,0,1,1,20260601,20191230,Выходные дни
166682,1,1,1,1,1,0,0,20260611,20191230,Будние дни
168666,1,1,1,1,1,0,0,20260714,20191230,Будние дни
168667,0,0,0,0,0,1,1,20260714,20191230,Выходные дни
167946,1,1,1,1,1,0,0,20260628,20191230,Будние дни
167947,0,0,0,0,0,1,1,20260628,20191230,Выходные дни
168872,1,1,1,1,1,0,0,20260718,20191230,Будние дни
168873,0,0,0,0,0,1,1,20260718,20191230,Выходные дни
167948,1,1,1,1,1,0,0,20260628,20191230,Будние дни
167949,0,0,0,0,0,1,1,20260628,20191230,Выходные дни
162756,0,0,0,0,1,0,0,20260415,20191230,Пятница
162758,0,0,0,0,0,1,0,20260415,20191230,Суббота
162755,1,1,1,1,0,0,0,20260415,20191230,Будние дни кроме пятницы
162760,0,0,0,0,0,0,1,20260415,20191230,Воскресенье
162762,1,1,1,1,0,0,0,20260415,20191230,Будние дни кроме пятницы
162757,0,0,0,0,1,0,0,20260415,20191230,Пятница
162759,0,0,0,0,0,1,0,20260415,20191230,Суббота
162761,0,0,0,0,0,0,1,20260415,20191230,Воскресенье
164545,1,1,1,1,1,0,0,20260509,20191230,Будние дни
164546,0,0,0,0,0,1,1,20260509,20191230,Выходные дни
167944,1,1,1,1,1,0,0,20260628,20191230,Будние дни
167945,0,0,0,0,0,1,1,20260628,20191230,Выходные дни
168668,1,1,1,1,1,0,0,20260714,20191230,Будние дни
168669,0,0,0,0,0,1,1,20260714,20191230,Выходные дни
164394,1,1,1,1,1,0,0,20260512,20191230,Будние дни
164395,0,0,0,0,0,1,1,20260512,20191230,Выходные дни
168577,1,1,1,1,1,0,0,20260712,20191230,Будние дни
168578,0,0,0,0,0,1,1,20260712,20191230,Выходные дни
164894,1,1,1,1,1,0,0,20260514,20191230,Будние дни
164895,0,0,0,0,0,1,1,20260514,20191230,Выходные дни
161828,1,1,1,1,1,0,0,20260312,20191230,Будние дни
161829,0,0,0,0,0,1,1,20260312,20191230,Выходные дни
168676,1,1,1,1,1,0,0,20260714,20191230,Будние дни
168677,0,0,0,0,0,1,1,20260714,20191230,Выходные дни
166414,1,1,1,1,1,0,0,20260612,20191230,Будние дни
166415,0,0,0,0,0,1,1,20260612,20191230,Выходные дни
163390,1,1,1,1,1,0,0,20260422,20191230,Будние дни
165570,0,0,0,0,0,1,1,20260601,20191230,Выходные дни
166770,1,1,1,1,1,0,0,20260608,20191230,Будние дни
166771,0,0,0,0,0,1,1,20260608,20191230,Выходные дни
169011,1,1,1,1,1,0,0,20260722,20191230,Будние дни
168245,1,1,1,1,1,0,0,20260704,20191230,Будние дни
168246,0,0,0,0,0,1,1,20260704,20191230,Выходные дни
167868,0,0,0,0,0,1,1,20260701,20191230,Выходные дни
167867,1,1,1,1,1,0,0,20260701,20191230,Будние дни
167055,1,1,1,1,1,0,0,20260614,20191230,Будние дни
167056,0,0,0,0,0,1,1,20260614,20191230,Выходные дни
169006,1,1,1,1,1,0,0,20260722,20191230,Будние дни
169007,0,0,0,0,0,1,1,20260722,20191230,Выходные дни
168903,1,1,1,1,1,1,1,20260720,20191230,Ежедневно
167664,0,0,0,0,0,1,1,20260702,20191230,Выходные дни
167663,1,1,1,1,1,0,0,20260702,20191230,Будние дни
168289,1,1,1,1,1,0,0,20260706,20191230,Будние дни
168288,0,0,0,0,0,1,1,20260706,20191230,Выходные дни
161644,1,1,1,1,1,1,1,20260306,20191230,Ежедневно
168674,1,1,1,1,1,0,0,20260714,20191230,Будние дни
168675,0,0,0,0,0,1,1,20260714,20191230,Выходные дни
164390,1,1,1,1,1,0,0,20260512,20191230,Будние дни
164391,0,0,0,0,0,1,1,20260512,20191230,Выходные дни
165629,1,1,1,1,1,1,1,20260601,20191230,Ежедневно
166343,0,0,0,0,0,1,1,20260527,20191230,Выходные дни
160741,1,1,1,1,1,0,0,20260220,20191230,Будние дни
164091,1,1,1,1,1,0,0,20260505,20191230,Будние дни
164092,0,0,0,0,0,1,1,20260505,20191230,Выходные дни
167902,0,0,0,0,0,1,1,20260628,20191230,Выходные дни
167901,1,1,1,1,1,0,0,20260628,20191230,Будние дни
168227,1,1,1,1,1,0,0,20260705,20191230,Будние дни
168229,0,0,0,0,0,1,1,20260705,20191230,Выходные дни
167966,1,1,1,1,1,0,0,20260628,20191230,Будние дни
167967,0,0,0,0,0,1,1,20260628,20191230,Выходные дни
168340,0,0,0,0,0,1,1,20260713,20191230,Выходные дни
168339,1,1,1,1,1,0,0,20260713,20191230,Будние дни
161653,1,1,1,1,1,0,0,20260306,20191230,Будние дни
161654,0,0,0,0,0,1,1,20260306,20191230,Выходные дни
164125,1,1,1,1,1,0,0,20260506,20191230,Будние дни
164126,0,0,0,0,0,1,0,20260506,20191230,Суббота
164127,0,0,0,0,0,0,1,20260506,20191230,Воскресенье
168805,1,1,1,1,1,0,0,20260717,20191230,Будние дни
168806,0,0,0,0,0,1,1,20260717,20191230,Выходные дни
168868,1,1,1,1,1,0,0,20260718,20191230,Будние дни
168869,0,0,0,0,0,1,1,20260718,20191230,Выходные дни
168665,1,1,1,1,1,0,0,20260714,20191230,Будние дни
169032,1,1,1,1,1,0,0,20260722,20191230,Будние дни
169033,0,0,0,0,0,1,1,20260722,20191230,Выходные дни
161593,1,1,1,1,1,1,1,20260305,20191230,Ежедневно
168501,1,1,1,1,1,1,1,20260712,20191230,Ежедневно
162471,1,1,1,1,1,0,0,20260325,20191230,Будние дни
162472,0,0,0,0,0,1,1,20260325,20191230,Выходные дни
164146,0,0,0,0,0,1,1,20260506,20191230,Выходные дни
164145,1,1,1,1,1,0,0,20260506,20191230,Будние дни
163795,1,1,1,1,1,0,0,20260429,20191230,Будние дни
163796,0,0,0,0,0,1,1,20260429,20191230,Выходные дни
163034,1,1,1,1,1,0,0,20260410,20191230,Будние дни
163035,0,0,0,0,0,1,1,20260410,20191230,Выходные дни
161153,1,1,1,1,1,1,1,20260227,20191230,Ежедневно
168809,0,0,0,0,0,1,1,20260717,20191230,Выходные дни
168808,1,1,1,1,1,0,0,20260717,20191230,Будние дни
166068,0,0,0,0,0,1,1,20260531,20191230,Выходные дни
166066,1,1,1,1,1,0,0,20260531,20191230,Будние дни
166229,1,1,1,1,1,0,0,20260526,20191230,Будние дни
162476,0,0,0,0,0,1,1,20260325,20191230,Выходные дни
163566,1,1,1,1,1,1,1,20260425,20191230,Ежедневно
167360,1,1,1,1,1,0,0,20260620,20191230,Будние дни
167361,0,0,0,0,0,1,1,20260620,20191230,Выходные дни
164544,1,1,1,1,1,1,1,20260509,20191230,Ежедневно
168680,1,1,1,1,1,0,0,20260714,20191230,Будние дни
168681,0,0,0,0,0,1,1,20260714,20191230,Выходные дни
164888,1,1,1,1,1,0,0,20260514,20191230,Будние дни
164889,0,0,0,0,0,1,1,20260514,20191230,Выходные дни
166892,1,1,1,1,1,0,0,20260610,20191230,Будние дни
166893,0,0,0,0,0,1,1,20260610,20191230,Выходные дни
163036,1,1,1,1,1,1,1,20260410,20191230,Ежедневно
168990,1,1,1,1,1,0,0,20260722,20191230,Будние дни
168991,0,0,0,0,0,1,1,20260722,20191230,Выходные дни
167114,1,1,1,1,1,1,1,20260615,20191230,Ежедневно
168870,1,1,1,1,1,0,0,20260718,20191230,Будние дни
168871,0,0,0,0,0,1,1,20260718,20191230,Выходные дни
164163,0,0,0,0,0,1,1,20260620,20191230,Выходные дни
164162,1,1,1,1,1,0,0,20260620,20191230,Будние дни
168810,1,1,1,1,1,0,0,20260717,20191230,Будние дни
168811,0,0,0,0,0,1,1,20260717,20191230,Выходные дни
165046,1,1,1,1,1,0,0,20260515,20191230,Будние дни
165047,0,0,0,0,0,1,1,20260515,20191230,Выходные дни
167530,1,1,1,1,1,1,1,20260701,20191230,Ежедневно
164155,1,1,1,1,1,0,0,20260514,20191230,Будние дни
164158,0,0,0,0,0,1,1,20260514,20191230,Выходные дни
164157,0,0,0,0,0,1,1,20260514,20191230,Выходные дни
164154,1,1,1,1,1,0,0,20260514,20191230,Будние дни
160525,1,1,1,1,1,0,0,20260213,20191230,Будние дни
160528,0,0,0,0,0,1,1,20260213,20191230,Выходные дни
168266,1,1,1,1,1,0,0,20260705,20191230,Будние дни
168267,0,0,0,0,0,1,1,20260705,20191230,Выходные дни
168270,1,1,1,1,1,0,0,20260705,20191230,Будние дни
168271,0,0,0,0,0,1,1,20260705,20191230,Выходные дни
165556,0,0,0,0,0,1,1,20260601,20191230,Выходные дни
164914,1,1,1,1,1,0,0,20260518,20191230,Будние дни
161188,0,0,0,0,0,1,1,20260228,20191230,Выходные дни
161187,1,1,1,1,1,0,0,20260228,20191230,Будние дни
164123,1,1,1,1,1,0,0,20260506,20191230,Будние дни
164124,0,0,0,0,0,1,1,20260506,20191230,Выходные дни
168291,1,1,1,1,1,0,0,20260706,20191230,Будние дни
168290,0,0,0,0,0,1,1,20260706,20191230,Выходные дни
168530,1,1,1,1,1,0,0,20260711,20191230,Будние дни
168529,0,0,0,0,0,1,1,20260711,20191230,Выходные дни
162146,1,1,1,1,1,0,0,20260318,20191230,Будние дни
162147,0,0,0,0,0,1,1,20260318,20191230,Выходные дни
168007,1,1,1,1,1,0,0,20260630,20191230,Будние дни
168008,0,0,0,0,0,1,1,20260630,20191230,Выходные дни
168672,1,1,1,1,1,0,0,20260714,20191230,Будние дни
168673,0,0,0,0,0,1,0,20260714,20191230,Суббота
168904,1,1,1,1,1,0,0,20260720,20191230,Будние дни
168905,0,0,0,0,0,1,1,20260720,20191230,Выходные дни
168740,1,1,1,1,1,0,0,20260716,20191230,Будние дни
168741,0,0,0,0,0,1,1,20260716,20191230,Выходные дни
161570,1,1,1,1,1,0,0,20260305,20191230,Будние дни
161571,0,0,0,0,0,1,1,20260305,20191230,Выходные дни
164690,1,1,1,1,1,0,0,20260510,20191230,Будние дни
164691,0,0,0,0,0,1,1,20260510,20191230,Выходные дни
167252,1,1,1,1,1,1,1,20260618,20191230,Ежедневно
166037,0,0,0,0,0,1,1,20260531,20191230,Выходные дни
166036,1,1,1,1,1,0,0,20260531,20191230,Будние дни
168728,1,1,1,1,1,0,0,20260716,20191230,Будние дни
168729,0,0,0,0,0,1,1,20260716,20191230,Выходные дни
167088,1,1,1,1,1,1,1,20260613,20191230,Ежедневно
168100,0,0,0,0,0,1,1,20260710,20191230,Выходные дни
168099,1,1,1,1,1,0,0,20260710,20191230,Будние дни
168021,1,1,1,1,1,0,0,20260702,20191230,Будние дни
168022,0,0,0,0,0,1,1,20260702,20191230,Выходные дни
163909,0,0,0,0,0,1,1,20260501,20191230,Выходные дни
166541,1,1,1,1,1,0,0,20260605,20191230,Будние дни
164885,1,1,1,1,1,0,0,20260514,20191230,Будние дни
164887,0,0,0,0,0,1,1,20260514,20191230,Выходные дни
161155,1,1,1,1,1,1,1,20260227,20191230,Ежедневно
161154,1,1,1,1,1,1,1,20260227,20191230,Ежедневно
166346,0,0,0,0,0,1,1,20260527,20191230,Выходные дни
166344,1,1,1,1,1,0,0,20260527,20191230,Будние дни
168693,1,1,1,1,1,1,1,20260716,20191230,Ежедневно
164386,1,1,1,1,1,0,0,20260512,20191230,Будние дни
